path	domain_tag	asset_type	fill	types
cadastral_polygon.lot_area_sqm	images_assets	cadastral_street	270/300	float
cadastral_polygon.lotplan	images_assets	cadastral_street	285/300	str
cadastral_polygon.rings	images_assets	cadastral_street	285/300	array[array[array[float]]]
car_spaces	physical_attributes		251/300	int
car_spaces_source	physical_attributes		80/300	object
car_spaces_source.fetched_at	physical_attributes		80/300	str
car_spaces_source.matched	physical_attributes		80/300	str
car_spaces_source.path	physical_attributes		80/300	str
car_spaces_source.script	physical_attributes		80/300	str
car_spaces_source.url	physical_attributes		80/300	str
carspaces	physical_attributes		17/300	int
change_count	other		9/300	int
classification_confidence	valuation		13/300	float
classification_model	other		13/300	str
classification_reasoning	other		13/300	str
classified_at	other		13/300	datetime
classified_property_type	physical_attributes		13/300	str
comparable_bedrooms	physical_attributes		4/300	int
comparable_property_type	physical_attributes		4/300	str
comparable_sales_count	valuation		4/300	int
comparable_suburb	identity_location		4/300	str
complete_address	identity_location		293/300	str
complex_cms	other		182/300	null/str
complex_lot_count	other		182/300	int
complex_name_cadastre	other		182/300	null/str
complex_plan	other		182/300	str
complex_subtype	other		182/300	str
created_at	other		2/300	datetime/str
created_by	other		1/300	str
days_on_domain	market_metrics		13/300	int
days_on_market	market_metrics		10/300	int
days_on_market_source	market_metrics		10/300	str
description	other		17/300	str
detection_method	other		9/300	str
display_postcode	identity_location		292/300	str
domain_hero_image_url	images_assets	hero_facade	196/300	null/str
domain_image_urls	images_assets	facade_gallery	196/300	array[]/array[str]
domain_says_text	market_metrics		4/300	str
domain_valuation_accuracy	valuation		3/300	object
domain_valuation_accuracy.computed_at	valuation		3/300	str
domain_valuation_accuracy.domain_high	valuation		3/300	int
domain_valuation_accuracy.domain_low	valuation		3/300	int
domain_valuation_accuracy.domain_mid	valuation		3/300	int
domain_valuation_accuracy.error_dollars	valuation		3/300	int
domain_valuation_accuracy.error_pct	valuation		3/300	float
domain_valuation_accuracy.sale_price	valuation		3/300	int
domain_valuation_accuracy.within_range	valuation		3/300	bool
domain_valuation_at_listing	valuation		4/300	object
domain_valuation_at_listing.accuracy	valuation		4/300	str
domain_valuation_at_listing.captured_at	valuation		4/300	str
domain_valuation_at_listing.date	valuation		4/300	str
domain_valuation_at_listing.high	valuation		4/300	int
domain_valuation_at_listing.low	valuation		4/300	int
domain_valuation_at_listing.mid	valuation		4/300	int
domain_valuation_at_listing.source	valuation		4/300	str
enriched	other		13/300	bool
enriched_data	other		189/300	object
enriched_data.building_area_sqm	physical_attributes		3/300	float/null
enriched_data.capital_gain	other		13/300	null/object
enriched_data.capital_gain.has_data	other		4/300	bool
enriched_data.capital_gain.note	other		4/300	str
enriched_data.capital_gain.oldest_transaction_date	transactions_history		4/300	str
enriched_data.capital_gain.oldest_transaction_price	transactions_history		4/300	float
enriched_data.capital_gain.years_held	other		4/300	float
enriched_data.floor_area_conflict	physical_attributes		3/300	bool
enriched_data.floor_area_source	physical_attributes		3/300	str
enriched_data.floor_area_sqm	physical_attributes		13/300	float/null
enriched_data.last_enriched	other		13/300	str
enriched_data.lot_size_sqm	other		117/300	float/null
enriched_data.transactions	transactions_history		186/300	array[]/array[object]
enriched_data.transactions[].date	transactions_history		176/300	str
enriched_data.transactions[].price	transactions_history		176/300	float
enriched_data.transactions[].source	transactions_history		172/300	str
enriched_data.transactions[].type	transactions_history		4/300	str
enrichment_attempted	other		13/300	bool
enrichment_data	other		13/300	null
enrichment_error	other		13/300	null
enrichment_retry_count	other		13/300	int
extraction_date	other		17/300	str
extraction_method	other		17/300	str
features	other		12/300	array[str]
feed_catch	other		2/300	str
feed_hook	other		2/300	str
feed_hook_generated_at	other		2/300	str
first_listed_date	other		13/300	str
first_listed_full	other		13/300	str
first_listed_timestamp	other		13/300	str
first_listed_year	other		13/300	int
first_seen	other		9/300	datetime
floor_area_source	physical_attributes		25/300	object
floor_area_source.fetched_at	physical_attributes		25/300	str
floor_area_source.matched	physical_attributes		25/300	str
floor_area_source.path	physical_attributes		25/300	str
floor_area_source.script	physical_attributes		25/300	str
floor_area_source.url	physical_attributes		25/300	str
floor_area_sqm	physical_attributes		220/300	float/int
floor_area_sqm_source	physical_attributes		84/300	object
floor_area_sqm_source.fetched_at	physical_attributes		84/300	str
floor_area_sqm_source.matched	physical_attributes		84/300	str
floor_area_sqm_source.path	physical_attributes		84/300	str
floor_area_sqm_source.script	physical_attributes		84/300	str
floor_area_sqm_source.url	physical_attributes		84/300	str
floor_plan_analysis	images_assets	floor_plan	7/300	object
floor_plan_analysis.additional_features	images_assets	floor_plan	7/300	array[str]
floor_plan_analysis.bathrooms	physical_attributes		7/300	object
floor_plan_analysis.bathrooms.details	physical_attributes		7/300	str
floor_plan_analysis.bathrooms.ensuites	physical_attributes		7/300	int
floor_plan_analysis.bathrooms.full_bathrooms	physical_attributes		7/300	int
floor_plan_analysis.bathrooms.powder_rooms	physical_attributes		7/300	int
floor_plan_analysis.bathrooms.total_count	physical_attributes		7/300	int
floor_plan_analysis.bedrooms	physical_attributes		7/300	object
floor_plan_analysis.bedrooms.details	physical_attributes		7/300	str
floor_plan_analysis.bedrooms.total_count	physical_attributes		7/300	int
floor_plan_analysis.buyer_insights	images_assets	floor_plan	7/300	object
floor_plan_analysis.buyer_insights.considerations	images_assets	floor_plan	7/300	array[str]
floor_plan_analysis.buyer_insights.ideal_for	images_assets	floor_plan	7/300	array[str]
floor_plan_analysis.buyer_insights.key_benefits	images_assets	floor_plan	7/300	array[str]
floor_plan_analysis.buyer_insights.lifestyle_suitability	images_assets	floor_plan	7/300	str
floor_plan_analysis.data_quality	images_assets	floor_plan	7/300	object
floor_plan_analysis.data_quality.confidence_overall	valuation		7/300	str
floor_plan_analysis.data_quality.floor_plan_clarity	images_assets	floor_plan	7/300	str
floor_plan_analysis.data_quality.measurements_available	images_assets	floor_plan	7/300	bool
floor_plan_analysis.data_quality.missing_information	images_assets	floor_plan	7/300	array[str]
floor_plan_analysis.external_floor_area	physical_attributes		7/300	object
floor_plan_analysis.external_floor_area.confidence	physical_attributes		7/300	str
floor_plan_analysis.external_floor_area.notes	physical_attributes		7/300	str
floor_plan_analysis.external_floor_area.source	physical_attributes		7/300	str
floor_plan_analysis.external_floor_area.unit	physical_attributes		7/300	str
floor_plan_analysis.external_floor_area.value	physical_attributes		7/300	int/null
floor_plan_analysis.internal_floor_area	physical_attributes		7/300	object
floor_plan_analysis.internal_floor_area.confidence	physical_attributes		7/300	str
floor_plan_analysis.internal_floor_area.notes	physical_attributes		7/300	str
floor_plan_analysis.internal_floor_area.unit	physical_attributes		7/300	str
floor_plan_analysis.internal_floor_area.value	physical_attributes		7/300	int/null
floor_plan_analysis.layout_features	images_assets	floor_plan	7/300	object
floor_plan_analysis.layout_features.flow_description	images_assets	floor_plan	7/300	str
floor_plan_analysis.layout_features.highlights	images_assets	floor_plan	7/300	array[str]
floor_plan_analysis.layout_features.open_plan	images_assets	floor_plan	7/300	bool
floor_plan_analysis.layout_features.split_level	images_assets	floor_plan	7/300	bool
floor_plan_analysis.levels	images_assets	floor_plan	7/300	object
floor_plan_analysis.levels.level_details	images_assets	floor_plan	7/300	array[object]
floor_plan_analysis.levels.level_details[].floor_area	physical_attributes		7/300	object
floor_plan_analysis.levels.level_details[].floor_area.unit	physical_attributes		7/300	null/str
floor_plan_analysis.levels.level_details[].floor_area.value	physical_attributes		7/300	int/null
floor_plan_analysis.levels.level_details[].level_name	images_assets	floor_plan	7/300	str
floor_plan_analysis.levels.total_levels	images_assets	floor_plan	7/300	int
floor_plan_analysis.outdoor_spaces	images_assets	floor_plan	7/300	array[]/array[object]
floor_plan_analysis.outdoor_spaces[].dimensions	images_assets	floor_plan	6/300	object
floor_plan_analysis.outdoor_spaces[].dimensions.area	images_assets	floor_plan	6/300	float/null
floor_plan_analysis.outdoor_spaces[].dimensions.length	images_assets	floor_plan	6/300	float/null
floor_plan_analysis.outdoor_spaces[].dimensions.unit	images_assets	floor_plan	6/300	str
floor_plan_analysis.outdoor_spaces[].dimensions.width	images_assets	floor_plan	6/300	float/null
floor_plan_analysis.outdoor_spaces[].features	images_assets	floor_plan	6/300	array[str]
floor_plan_analysis.outdoor_spaces[].level	images_assets	floor_plan	6/300	str
floor_plan_analysis.outdoor_spaces[].type	images_assets	floor_plan	6/300	str
floor_plan_analysis.parking	physical_attributes		7/300	object
floor_plan_analysis.parking.carport_spaces	physical_attributes		7/300	int
floor_plan_analysis.parking.garage_spaces	physical_attributes		7/300	int
floor_plan_analysis.parking.garage_type	physical_attributes		7/300	null/str
floor_plan_analysis.parking.notes	physical_attributes		7/300	str
floor_plan_analysis.parking.total_spaces	physical_attributes		7/300	int
floor_plan_analysis.rooms	physical_attributes		7/300	array[object]
floor_plan_analysis.rooms[].dimensions	physical_attributes		7/300	object
floor_plan_analysis.rooms[].dimensions.area	physical_attributes		7/300	float
floor_plan_analysis.rooms[].dimensions.area_unit	physical_attributes		7/300	str
floor_plan_analysis.rooms[].dimensions.length	physical_attributes		7/300	float
floor_plan_analysis.rooms[].dimensions.unit	physical_attributes		7/300	str
floor_plan_analysis.rooms[].dimensions.width	physical_attributes		7/300	float
floor_plan_analysis.rooms[].features	physical_attributes		7/300	array[str]
floor_plan_analysis.rooms[].level	physical_attributes		7/300	str
floor_plan_analysis.rooms[].notes	physical_attributes		7/300	str
floor_plan_analysis.rooms[].room_name	physical_attributes		7/300	str
floor_plan_analysis.rooms[].room_type	physical_attributes		7/300	str
floor_plan_analysis.total_floor_area	physical_attributes		7/300	object
floor_plan_analysis.total_floor_area.confidence	physical_attributes		7/300	str
floor_plan_analysis.total_floor_area.notes	physical_attributes		7/300	str
floor_plan_analysis.total_floor_area.unit	physical_attributes		7/300	str
floor_plan_analysis.total_floor_area.value	physical_attributes		7/300	int
floor_plan_analysis.total_land_area	physical_attributes		7/300	object
floor_plan_analysis.total_land_area.confidence	physical_attributes		7/300	str
floor_plan_analysis.total_land_area.notes	physical_attributes		7/300	str
floor_plan_analysis.total_land_area.unit	physical_attributes		7/300	null/str
floor_plan_analysis.total_land_area.value	physical_attributes		7/300	int/null
floor_plans	images_assets	floor_plan	20/300	array[]/array[str]
floor_plans_original	images_assets	floor_plan	20/300	array[]/array[str]
floor_plans_oth_extracted	images_assets	floor_plan	1/300	array[str]
floor_plans_oth_extracted_at	images_assets	floor_plan	1/300	datetime
floor_plans_v2_classifier	images_assets	floor_plan	216/300	object
floor_plans_v2_classifier.candidates	images_assets	floor_plan	216/300	array[object]
floor_plans_v2_classifier.candidates[].of_total	images_assets	floor_plan	216/300	int
floor_plans_v2_classifier.candidates[].position	images_assets	floor_plan	216/300	int
floor_plans_v2_classifier.candidates[].raw	images_assets	floor_plan	216/300	str
floor_plans_v2_classifier.candidates[].source	images_assets	floor_plan	11/300	str
floor_plans_v2_classifier.candidates[].url	images_assets	floor_plan	216/300	str
floor_plans_v2_classifier.candidates[].verdict	images_assets	floor_plan	216/300	str
floor_plans_v2_classifier.candidates_classified	images_assets	floor_plan	216/300	int
floor_plans_v2_classifier.model	images_assets	floor_plan	216/300	str
floor_plans_v2_classifier.tail_n	images_assets	floor_plan	216/300	str
